Date,X Coordinate,Y Coordinate
04/14/2021 08:20:00 PM,1183792,1845732
03/03/2021 08:00,1165056,1864525
04/14/2021 06:31:00 PM,1194532,1854231
04/14/2021 01:30:00 PM,1188221,1872737
03/16/2021 09:00:00 AM,1161508,1908403
04/14/2021 03:46:00 AM,1149212,1892395
04/14/2021 08:15:00 AM,1152351,1910401
04/14/2021 07:00:00 PM,1197753,1820352
04/14/2021 04:00:00 AM,1163690,1950023
04/14/2021 04:30:00 PM,1174189,1905462
04/14/2021 04:42:00 PM,1185667,1832643
04/14/2021 11:00:00 PM,1136771,1899696
04/14/2021 09:08:00 AM,1140719,1899740
04/14/2021 09:45:00 AM,1165594,1915711
04/14/2021 11:00:00 AM,1200530,1834435
04/14/2021 11:30:00 AM,1142882,1926140
01/02/2021 12:00,1177330,1906499
04/14/2021 03:00:00 AM,1153017,1931689
04/14/2021 08:00:00 AM,1167868,1936975
04/12/2021 00:01,1190741,1859409
04/14/2021 12:29:00 PM,1179987,1904086
04/14/2021 11:30:00 AM,1151411,1931653
04/14/2021 08:00:00 AM,1185979,1871296
04/14/2021 08:00:00 PM,1191862,1854703
04/14/2021 06:30:00 PM,1170959,1903409
04/14/2021 05:55:00 PM,1161518,1949266
04/14/2021 11:30:00 PM,1145250,1903911
04/14/2021 08:45:00 PM,1156555,1918730
04/14/2021 10:35:00 PM,1168674,1828480
04/14/2021 11:02:00 AM,1171414,1862115
04/14/2021 11:54:00 PM,1148827,1872792
04/14/2021 12:25:00 PM,1184494,1852169
04/14/2021 12:00:00 AM,1166867,1846703
01/12/2021 00:00,1166971,1945494
04/14/2021 12:00:00 PM,1136772,1899675
04/14/2021 08:10:00 AM,1173884,1823123
04/14/2021 11:18:00 AM,1128722,1924645
04/14/2021 03:20:00 PM,1149775,1898304
04/14/2021 06:46:00 AM,1158802,1862482
04/14/2021 09:13:00 AM,1177334,1831018
04/14/2021 08:30:00 PM,,
04/14/2021 03:20:00 PM,1137503,1906293
04/14/2021 04:58:00 AM,1136506,1905721
04/08/2021 10:00,1138378,1862173
04/14/2021 08:00:00 PM,1154372,1925354
04/14/2021 12:08:00 PM,1166355,1923128
04/14/2021 07:36:00 PM,1161289,1874276
04/14/2021 06:23:00 PM,1171406,1918849
04/14/2021 12:40:00 AM,1138804,1906983
04/14/2021 09:15:00 AM,1165992,1854594
04/14/2021 03:15:00 PM,1178615,1865686
04/14/2021 02:40:00 PM,1155449,1900184
04/14/2021 03:30:00 PM,1164222,1915991
04/14/2021 12:15:00 PM,1186972,1850642
04/14/2021 10:45:00 AM,1143242,1912221
04/14/2021 04:32:00 PM,1165805,1857609
03/12/2021 00:00,1198876,1846319
04/14/2021 11:50:00 PM,1175212,1856885
04/11/2021 20:01,1153362,1920417
04/14/2021 10:00:00 PM,1147617,1890644
01/30/2021 09:00:00 AM,1162422,1890052
04/12/2021 12:00,1150294,1894750
04/13/2021 05:34:00 PM,1167833,1924957
04/14/2021 02:30:00 PM,1182073,1848771
04/14/2021 09:00:00 AM,1173855,1854810
04/14/2021 07:45:00 PM,1181286,1881718
04/14/2021 09:33:00 AM,1156476,1862473
04/14/2021 12:01:00 AM,1150830,1898737
04/14/2021 10:00:00 PM,1153837,1874404
04/14/2021 10:00:00 AM,1185619,1858611
04/14/2021 09:26:00 PM,1179756,1871522
04/14/2021 07:02:00 PM,1183009,1862324
04/14/2021 01:00:00 PM,1143620,1897890
04/14/2021 03:47:00 PM,1141102,1909037
04/14/2021 03:30:00 PM,1163578,1841616
03/24/2021 12:00:00 PM,1160103,1897697
04/14/2021 10:38:00 AM,1160062,1912639
04/14/2021 12:35:00 PM,1143280,1899070
04/14/2021 04:15:00 PM,1153783,1908450
03/01/2021 00:00,1193169,1838168
04/14/2021 07:09:00 PM,1175721,1908209
04/14/2021 11:45:00 AM,1180385,1849175
03/16/2021 12:00:00 AM,1140948,1916131
04/06/2021 12:00,1176175,1827342
04/05/2021 05:45,1163633,1949479
04/15/2021 10:15:00 AM,1166671,1853991
04/15/2021 08:00:00 PM,1144868,1917474
04/15/2021 03:43:00 PM,1176650,1833324
04/15/2021 12:47:00 PM,1182773,1858454
04/15/2021 09:30:00 AM,1178798,1858836
04/15/2021 10:00:00 PM,1156803,1885766
04/15/2021 05:00:00 PM,1173479,1847650
04/15/2021 12:15:00 PM,1167395,1901384
04/15/2021 07:00:00 PM,1169938,1933073
04/15/2021 12:33:00 PM,1142968,1911510
04/15/2021 11:20:00 PM,1172709,1839753
04/15/2021 09:40:00 AM,1168212,1938202
04/15/2021 12:25:00 PM,1157578,1897241
04/15/2021 03:30:00 PM,1168307,1866728
04/15/2021 01:15:00 PM,1155663,1890372
04/15/2021 09:15:00 PM,1163977,1950516
04/15/2021 09:15:00 AM,1170276,1832239
04/15/2021 12:14:00 AM,1149825,1885378
04/15/2021 04:55:00 PM,1173241,1908930
04/15/2021 05:00:00 PM,1160920,1947907
04/15/2021 08:00:00 PM,1174288,1884077
04/15/2021 02:00:00 PM,1174311,1889752
04/15/2021 06:57:00 PM,1177472,1895090
04/15/2021 12:00:00 AM,1180262,1841778
02/28/2021 02:00:00 PM,1172195,1882093
04/15/2021 09:00:00 AM,1142385,1899733
04/15/2021 12:41:00 AM,1140366,1924209
04/15/2021 04:30:00 AM,1182548,1854529
04/15/2021 11:15:00 PM,1162253,1911059
04/15/2021 12:00:00 PM,1136323,1901595
04/15/2021 12:38:00 AM,1173087,1827362
04/15/2021 10:13:00 PM,1149775,1898304
04/15/2021 09:00:00 AM,1189976,1856755
04/15/2021 01:48:00 AM,1195507,1837029
04/15/2021 06:00:00 PM,1150608,1868915
04/15/2021 12:00:00 PM,1149595,1893542
04/15/2021 01:00:00 PM,1190831,1850523
04/15/2021 02:55:00 PM,1204544,1816604
04/15/2021 04:12:00 PM,1164400,1868192
04/15/2021 08:00:00 AM,1153733,1935897
04/15/2021 01:00:00 AM,1183336,1850636
03/01/2021 08:00,1163833,1933916
04/15/2021 09:50:00 AM,1165066,1922064
04/15/2021 09:36:00 PM,1176514,1823099
04/15/2021 07:25:00 AM,1171432,1879390
04/15/2021 02:00:00 PM,1174311,1889752
04/15/2021 04:00:00 PM,1176054,1898521
04/15/2021 04:23:00 PM,1161304,1899497
04/15/2021 01:00:00 AM,1162831,1870499
04/15/2021 10:30:00 AM,1162145,1940757
04/15/2021 02:00:00 PM,1138918,1869295
04/15/2021 03:55:00 PM,,
04/15/2021 04:45:00 PM,1142022,1914424
04/15/2021 04:00:00 PM,1179949,1841124
04/15/2021 12:20:00 PM,1159454,1933206
04/15/2021 01:35:00 PM,1161373,1913454
04/15/2021 10:30:00 PM,1156825,1942596
04/15/2021 02:00:00 AM,1194844,1836892
04/15/2021 02:30:00 PM,1148475,1870477
04/15/2021 03:30:00 PM,1162234,1835371
04/15/2021 01:00:00 PM,1156217,1875869
04/15/2021 09:30:00 PM,1154597,1904000
04/15/2021 08:15:00 PM,1163312,1897077
04/15/2021 04:00:00 PM,1162227,1900336
04/15/2021 12:00:00 PM,,
04/15/2021 10:15:00 PM,1166822,1908562
04/15/2021 06:00:00 AM,1155202,1912541
04/15/2021 11:30:00 AM,1173329,1911751
04/15/2021 01:00:00 PM,1131196,1860624
03/12/2021 23:30,1151322,1891554
04/15/2021 09:00:00 PM,1166219,1852313
04/15/2021 06:30:00 PM,1180670,1817201
04/15/2021 12:00:00 AM,1190702,1847360
04/15/2021 08:00:00 AM,1156497,1913914
04/15/2021 09:23:00 AM,1149350,1914493
04/15/2021 11:30:00 AM,1152069,1907756
04/15/2021 06:50:00 PM,1143190,1899563
04/15/2021 09:15:00 PM,1138165,1906330
04/15/2021 11:30:00 PM,1143265,1905206
04/15/2021 07:40:00 AM,1180014,1862897
04/15/2021 10:50:00 PM,1163839,1868180
04/15/2021 09:00:00 AM,1178678,1847087
04/15/2021 04:00:00 AM,1143695,1914432
04/15/2021 01:57:00 AM,1165639,1862903
04/15/2021 04:11:00 PM,1164814,1909135
04/15/2021 05:00:00 PM,1152228,1889131
04/15/2021 01:57:00 PM,1159674,1925992
04/15/2021 11:00:00 AM,1157389,1899227
04/15/2021 07:00:00 AM,1171432,1879390
04/15/2021 02:30:00 PM,1151921,1893522
04/15/2021 09:07:00 AM,1139695,1931814
04/15/2021 08:30:00 PM,1163839,1860619
04/15/2021 03:30:00 PM,1143179,1901474
04/15/2021 09:00:00 PM,1159457,1945538
04/15/2021 08:00:00 AM,1184010,1818360
04/15/2021 12:00:00 AM,,
04/15/2021 10:45:00 AM,1193165,1856032
04/15/2021 10:38:00 AM,1177900,1849981
04/15/2021 01:59:00 PM,1158794,1894289
04/15/2021 10:40:00 PM,1154399,1888194
04/15/2021 08:00:00 PM,1179457,1904292
04/15/2021 08:15:00 PM,1150514,1860197
04/15/2021 10:00:00 AM,1148054,1913171
04/15/2021 06:57:00 PM,1152935,1904034
04/15/2021 04:30:00 PM,1174436,1905316
04/15/2021 09:00:00 AM,1177009,1902589
04/15/2021 10:11:00 AM,1177802,1847510
04/15/2021 01:15:00 PM,1157572,1897241
04/15/2021 09:30:00 PM,1178822,1874281
04/15/2021 10:07:00 AM,1164463,1861951
04/15/2021 11:45:00 AM,1142366,1900288
04/08/2021 12:00,1143591,1867678
04/15/2021 01:00:00 AM,1196149,1847569
04/15/2021 07:00:00 PM,1168230,1937659
04/15/2021 04:00:00 PM,1159986,1930460
04/15/2021 07:45:00 PM,1187984,1862596
04/15/2021 09:00:00 AM,1180461,1882209
04/15/2021 04:20:00 PM,1155914,1860681
04/15/2021 09:51:00 PM,1189045,1860032
04/15/2021 08:10:00 AM,1147861,1916944
04/15/2021 07:00:00 PM,1138943,1902931
04/15/2021 01:00:00 AM,1166833,1860034
04/15/2021 11:50:00 PM,1175634,1897062
04/15/2021 02:00:00 PM,1159626,1927629
04/15/2021 01:00:00 PM,1162620,1929399
04/15/2021 06:11:00 PM,1145011,1910225
04/15/2021 02:00:00 AM,1173261,1843660
04/15/2021 02:55:00 AM,1142657,1904177
04/15/2021 04:00:00 PM,1138343,1862172
04/15/2021 11:35:00 PM,1143021,1911179
04/15/2021 12:30:00 AM,1180192,1817915
04/15/2021 09:30:00 AM,1170906,1848454
04/15/2021 05:08:00 PM,1162865,1930570
04/15/2021 06:30:00 PM,1197337,1845623
04/15/2021 07:00:00 PM,1178362,1874930
04/15/2021 02:26:00 AM,1183304,1846143
04/15/2021 03:13:00 AM,1187705,1860871
04/15/2021 10:15:00 PM,1179768,1824321
04/15/2021 11:19:00 PM,1166848,1932006
04/15/2021 08:20:00 AM,1158926,1897667
04/15/2021 01:01:00 PM,1151501,1907382
04/15/2021 11:35:00 AM,1164602,1916830
04/15/2021 09:49:00 PM,1151854,1906724
04/15/2021 01:00:00 AM,1150325,1891543
04/15/2021 09:49:00 AM,1138576,1900472
04/15/2021 08:14:00 PM,1156771,1914685
04/15/2021 12:18:00 AM,1176963,1894862
04/15/2021 08:00:00 AM,1171629,1904090
04/15/2021 07:55:00 AM,1148747,1898362
04/15/2021 11:23:00 AM,1158010,1879316
04/15/2021 04:20:00 PM,1145011,1910225
04/15/2021 06:18:00 AM,1162692,1905336
04/15/2021 06:00:00 PM,1176476,1907003
04/15/2021 07:00:00 PM,1161106,1851352
04/15/2021 03:00:00 PM,1192916,1842414
04/15/2021 11:00:00 AM,1179180,1831154
04/15/2021 11:00:00 AM,1168817,1905181
04/15/2021 01:55:00 PM,1140408,1909716
04/15/2021 01:30:00 PM,1176796,1903917
04/15/2021 05:00:00 PM,1160011,1950101
04/15/2021 09:00:00 AM,1164865,1859413
04/15/2021 08:50:00 PM,1145828,1926448
04/15/2021 05:00:00 PM,1141395,1898167
04/15/2021 04:30:00 AM,1172288,1847095
04/15/2021 04:00:00 PM,1176677,1857867
04/15/2021 12:54:00 AM,1178989,1838582
04/15/2021 05:00:00 PM,1126749,1923943
04/15/2021 08:43:00 PM,1154596,1904014
04/15/2021 10:30:00 PM,1178525,1858639
04/15/2021 04:18:00 PM,1164290,1948326
04/15/2021 08:00:00 PM,1157471,1909355
04/15/2021 11:00:00 AM,1185776,1858186
04/15/2021 10:15:00 AM,1170236,1872985
04/15/2021 03:30:00 PM,1171947,1866895
04/15/2021 08:10:00 PM,1166028,1865301
04/15/2021 11:03:00 AM,1136747,1894064
04/15/2021 08:41:00 AM,1189894,1853457
04/15/2021 08:30:00 PM,1143307,1927816
04/15/2021 02:50:00 PM,1170372,1868213
04/15/2021 01:47:00 PM,1177389,1834006
04/15/2021 01:00:00 PM,1165213,1858759
04/15/2021 07:00:00 PM,1159963,1856441
04/15/2021 07:10:00 PM,1161802,1932128
04/15/2021 03:45:00 PM,1180677,1856054
04/15/2021 09:00:00 PM,1150795,1908736
04/15/2021 09:30:00 AM,1175827,1863196
04/15/2021 02:20:00 PM,1173937,1918921
04/15/2021 07:24:00 PM,1185208,1874088
04/15/2021 02:30:00 PM,1170089,1850088
04/15/2021 12:00:00 AM,1154322,1831257
04/15/2021 05:00:00 PM,1195638,1844481
04/15/2021 12:38:00 PM,1143096,1927479
04/15/2021 10:00:00 AM,1178313,1865933
04/15/2021 12:15:00 PM,1157941,1909862
04/15/2021 02:48:00 AM,1139724,1928733
04/15/2021 11:30:00 PM,1151422,1909944
04/15/2021 03:30:00 PM,1167831,1832260
04/15/2021 08:12:00 PM,1178111,1890745
04/15/2021 08:15:00 AM,1161890,1940464
04/15/2021 09:05:00 PM,1173364,1910604
04/15/2021 06:00:00 PM,1153980,1897823
04/15/2021 10:45:00 PM,1178178,1855971
04/15/2021 01:40:00 AM,1171473,1908241
04/15/2021 09:09:00 PM,1180968,1851871
04/15/2021 03:22:00 PM,1159680,1949798
04/15/2021 01:30:00 PM,1181469,1846090
04/15/2021 08:00:00 AM,1165593,1934305
04/15/2021 02:30:00 PM,1139153,1896560
04/15/2021 03:31:00 PM,1176355,1907339
04/15/2021 08:31:00 PM,1176778,1886863
04/15/2021 02:30:00 AM,1179378,1886082
04/15/2021 07:25:00 AM,1184492,1863348
04/15/2021 04:00:00 PM,1137644,1898519
04/15/2021 09:00:00 AM,1150139,1908517
04/15/2021 06:50:00 PM,1168806,1872770
04/15/2021 11:00:00 AM,1193145,1856849
04/15/2021 02:16:00 AM,1180162,1881716
04/15/2021 09:52:00 PM,1175271,1866753
04/15/2021 12:00:00 AM,1179830,1869761
04/15/2021 09:43:00 PM,1173479,1847650
04/15/2021 04:00:00 AM,1182105,1864723
04/15/2021 11:00:00 PM,1188970,1869191
04/15/2021 04:10:00 PM,1169632,1866716
04/15/2021 08:20:00 AM,1149384,1920984
04/15/2021 03:00:00 PM,1164324,1891432
04/15/2021 10:53:00 PM,1180671,1862987
04/15/2021 10:45:00 AM,1166490,1872603
04/15/2021 03:00:00 PM,1168980,1850394
04/15/2021 12:53:00 AM,1156998,1879056
04/15/2021 11:45:00 AM,1191763,1858651
04/15/2021 09:46:00 AM,1150226,1896407
04/15/2021 07:30:00 AM,1149350,1914493
04/15/2021 08:15:00 AM,1147861,1916944
04/15/2021 05:15:00 PM,1173875,1849015
04/15/2021 01:00:00 PM,1166195,1912085
04/15/2021 01:20:00 PM,1141512,1899523
04/15/2021 01:38:00 AM,1151830,1836616
04/15/2021 08:15:00 AM,1166418,1875231
04/15/2021 12:25:00 AM,1141376,1925435
04/15/2021 09:25:00 PM,1149844,1907345
04/15/2021 04:32:00 PM,1136967,1899405
04/15/2021 12:00:00 PM,1165211,1879511
04/15/2021 06:45:00 PM,1127743,1913482
04/15/2021 03:08:00 AM,1139483,1923403
04/15/2021 04:30:00 PM,1175798,1899438
04/15/2021 02:55:00 PM,1185681,1842221
04/15/2021 10:00:00 AM,1148792,1921301
04/15/2021 10:00:00 PM,1176243,1855717
04/15/2021 06:20:00 AM,1157241,1918050
04/15/2021 01:55:00 AM,,
04/15/2021 01:30:00 PM,1175640,1849717
04/15/2021 09:29:00 PM,1166125,1861235
04/15/2021 02:10:00 PM,1168335,1933955
04/15/2021 11:50:00 PM,1160254,1896300
04/15/2021 11:45:00 PM,1151898,1918619
04/15/2021 05:30:00 PM,1163657,1951168
04/15/2021 08:18:00 PM,1185372,1851526
04/15/2021 10:45:00 PM,1175155,1824468
04/15/2021 03:53:00 PM,1177126,1895753
04/15/2021 11:55:00 PM,1155681,1895206
04/06/2021 07:30,1165580,1841435
04/15/2021 10:00:00 PM,1162952,1880544
04/15/2021 01:26:00 AM,1144172,1899587
04/15/2021 05:55:00 PM,1173689,1840283
04/15/2021 09:05:00 PM,1148270,1921620
04/15/2021 03:30:00 PM,1162211,1883101
04/15/2021 01:00:00 AM,1138069,1923370
04/15/2021 05:35:00 AM,1104700,1933741
04/15/2021 11:00:00 PM,1180774,1879690
04/15/2021 09:30:00 AM,1196051,1841829
04/15/2021 11:10:00 PM,1150074,1898394
04/15/2021 05:25:00 PM,1158514,1934867
04/15/2021 07:15:00 PM,1149673,1908867
04/15/2021 07:00:00 AM,1202167,1836349
04/15/2021 08:34:00 PM,1143476,1926154
04/15/2021 11:39:00 PM,1193023,1857011
04/15/2021 12:20:00 PM,1173145,1825590
04/15/2021 03:00:00 PM,1148567,1910314
04/15/2021 10:40:00 PM,1165302,1943275
04/15/2021 11:00:00 PM,1195731,1855539
04/15/2021 09:45:00 AM,1166833,1860055
04/15/2021 05:08:00 PM,1147922,1906330
04/15/2021 05:00:00 PM,1168974,1913672
04/15/2021 12:35:00 PM,1158352,1862073
04/15/2021 11:35:00 PM,1166207,1927915
04/15/2021 09:30:00 AM,1165066,1922064
04/15/2021 11:40:00 PM,1140189,1914770
04/15/2021 02:00:00 AM,1167730,1851521
04/15/2021 09:00:00 AM,1151989,1860234
04/15/2021 11:30:00 AM,1175457,1903389
04/15/2021 06:15:00 AM,1160418,1917765
04/15/2021 06:59:00 PM,1143252,1902877
04/15/2021 08:50:00 AM,1183247,1863427
04/15/2021 09:45:00 AM,1139003,1901103
04/15/2021 06:07:00 PM,1154580,1913457
04/15/2021 11:50:00 AM,1145174,1872094
04/15/2021 12:46:00 PM,1162907,1949949
04/15/2021 09:00:00 AM,1140794,1897493
04/15/2021 07:30:00 AM,1165976,1850978
04/15/2021 01:00:00 AM,1143636,1898881
04/15/2021 09:26:00 AM,1158884,1918274
04/15/2021 07:30:00 PM,1155223,1894230
04/15/2021 04:04:00 PM,1147918,1890756
04/15/2021 09:35:00 PM,1157468,1878964
04/15/2021 05:22:00 PM,1173366,1910545
04/14/2021 03:56:00 PM,1171595,1917550
04/23/2021 03:00:00 PM,1198111,1844941
04/23/2021 03:48:00 PM,1193900,1852965
04/23/2021 05:30:00 PM,1157932,1892551
04/23/2021 02:10:00 PM,1137550,1913773
04/23/2021 06:00:00 PM,1171895,1880835
04/20/2021 02:48:00 PM,1167972,1891963
04/23/2021 10:00:00 AM,1167426,1862617
03/23/2021 12:05:00 PM,1182135,1880639
04/23/2021 04:00:00 PM,1176338,1898987
04/23/2021 07:35:00 PM,1155045,1913118
04/23/2021 06:00:00 PM,1150450,1922625
04/23/2021 09:00:00 AM,1153327,1890813
04/23/2021 10:30:00 AM,1158046,1865688
04/23/2021 02:00:00 PM,1144295,1926174
04/23/2021 03:38:00 PM,1176582,1901291
04/23/2021 06:30:00 AM,1159098,1863745
04/11/2021 09:00,1179014,1906275
04/23/2021 08:46:00 PM,1196826,1844863
04/23/2021 10:40:00 PM,1148714,1931595
04/16/2021 07:25:00 AM,,
01/13/2021 10:00:00 PM,1177922,1859081
03/14/2021 03:36:00 AM,1183154,1869600
04/25/2021 07:42:00 AM,1143289,1916636
04/25/2021 12:00:00 AM,1171926,1921008
04/25/2021 01:15:00 PM,1194171,1837551
04/25/2021 01:00:00 AM,1145450,1899160
04/10/2021 00:00,1170296,1842845
04/25/2021 09:45:00 PM,1166881,1917009
04/25/2021 03:30:00 PM,1166359,1865275
04/25/2021 03:25:00 PM,1175056,1865498
04/25/2021 01:10:00 AM,1150216,1899047
04/25/2021 03:05:00 AM,1140315,1900516
04/25/2021 12:00:00 AM,1184058,1838041
04/25/2021 01:45:00 AM,1199202,1847048
04/25/2021 02:55:00 AM,1146134,1900591
04/25/2021 06:04:00 PM,1150468,1886168
04/25/2021 01:00:00 AM,1171070,1857752
04/25/2021 11:20:00 AM,1174951,1842216
02/17/2021 05:30:00 PM,1149807,1908515
04/20/2021 05:19:00 PM,,
04/25/2021 08:00:00 PM,1160973,1949469
04/25/2021 08:00:00 PM,1159623,1833207
04/25/2021 01:06:00 PM,1182512,1855885
04/25/2021 03:00:00 PM,1146543,1900600
04/25/2021 01:00:00 AM,1164043,1857904
04/25/2021 12:40:00 AM,1162139,1941185
04/25/2021 06:00:00 PM,1159796,1862605
04/25/2021 08:45:00 PM,1156602,1928642
04/25/2021 06:09:00 AM,1139504,1923070
04/25/2021 02:19:00 PM,1136877,1937096
04/25/2021 03:20:00 PM,1155402,1933061
04/25/2021 03:30:00 PM,1133173,1861350
04/25/2021 09:35:00 AM,1149944,1927549
04/25/2021 04:00:00 AM,1185111,1870736
04/25/2021 01:30:00 PM,1176648,1857084
04/25/2021 04:00:00 PM,1164020,1903119
04/02/2021 19:09,1147368,1919108
04/16/2021 09:00:00 AM,1183565,1816878
04/16/2021 04:47:00 PM,1141812,1920610
04/16/2021 02:40:00 PM,1146845,1906773
04/16/2021 10:50:00 AM,1177864,1876903
04/16/2021 03:00:00 PM,1172101,1906785
04/16/2021 04:00:00 AM,1151832,1865540
04/15/2021 11:05:00 PM,1188862,1854636
04/16/2021 07:50:00 AM,1146631,1906960
04/16/2021 09:00:00 PM,1170490,1903271
04/16/2021 02:00:00 PM,1133917,1925929
04/16/2021 05:00:00 PM,1153459,1903123
04/16/2021 10:45:00 AM,1182383,1828813
04/16/2021 12:15:00 PM,1158485,1908876
04/16/2021 07:45:00 AM,1165456,1874031
04/16/2021 03:15:00 AM,1190533,1858250
04/16/2021 10:33:00 PM,1176668,1856233
04/16/2021 02:00:00 PM,1165434,1836365
02/03/2021 08:45,1150978,1902707
