Date,X Coordinate,Y Coordinate
01/05/2021 20:53,1196285,1855196
01/04/2021 13:01,1173973,1820578
02/02/2021 12:35,1158157,1936786
01/05/2021 10:00,,
01/05/2021 17:30,,
01/05/2021 23:50,1172629,1866279
02/02/2021 10:30,1172487,1871473
02/02/2021 15:02,1133479,1925919
02/02/2021 16:00,1142297,1910608
02/02/2021 12:33,1176970,1857910
01/04/2021 12:00,1134107,1918611
01/05/2021 20:01,1148396,1867782
01/06/2021 19:28,1183974,1856997
01/06/2021 20:00,1167150,1901140
01/01/2021 08:00,1179504,1883151
01/04/2021 21:00,1167208,1884905
02/02/2021 14:45,1180196,1855783
01/06/2021 18:40,,
01/06/2021 11:18,,
02/02/2021 15:17,1171208,1857529
02/02/2021 14:30,1136460,1863160
02/02/2021 17:30,1164360,1865782
02/02/2021 15:59,1177594,1854568
02/02/2021 17:15,1145158,1872793
02/02/2021 15:40,1161478,1861938
01/05/2021 10:00,1148741,1912577
01/06/2021 22:10,1142189,1905688
01/06/2021 16:00,1153091,1887506
01/06/2021 20:00,1183962,1851813
01/04/2021 19:00,1137759,1904757
01/04/2021 12:44,1163543,1926381
01/07/2021 16:03,1179565,1843101
01/08/2021 03:30,1164924,1869238
01/08/2021 11:00,1137622,1916318
01/08/2021 20:05,1147591,1912945
01/06/2021 18:56,1142882,1926140
01/07/2021 14:10,1153727,1899655
01/06/2021 16:00,1181310,1832784
01/07/2021 14:30,,
01/08/2021 09:00,1139542,1921408
01/07/2021 19:38,1174908,1908624
01/02/2021 12:00,1150407,1917016
01/03/2021 00:00,1172325,1852947
01/08/2021 13:00,1182389,1873821
01/08/2021 06:35,,
01/08/2021 23:53,,
01/08/2021 05:00,,
02/02/2021 10:00,1189029,1860562
01/05/2021 03:44,1167266,1906830
02/02/2021 19:18,1175956,1905064
01/02/2021 11:15,1182732,1844798
01/02/2021 15:00,1157508,1901884
01/04/2021 13:11,1169774,1861481
01/07/2021 10:30,1169806,1931096
01/08/2021 16:02,1182341,1816871
01/09/2021 06:30,1147592,1898661
01/05/2021 22:00,1188340,1851428
01/03/2021 09:08,1158071,1894595
01/06/2021 10:10,1163777,1889420
01/05/2021 06:45,1176488,1905735
01/01/2021 13:00,1166244,1945915
01/06/2021 18:00,1165951,1930308
01/07/2021 11:00,1151589,1907867
01/01/2021 12:00,1176730,1886544
01/09/2021 16:30,1194135,1856377
01/09/2021 20:30,1134845,1923634
01/06/2021 22:55,1147882,1867773
01/02/2021 23:30,1137148,1862540
01/04/2021 21:20,1173092,1919038
01/05/2021 11:50,1159682,1913243
01/01/2021 21:00,1182019,1861712
01/07/2021 10:55,1166911,1857552
01/03/2021 03:29,1176779,1825099
01/02/2021 23:56,1177660,1820732
01/07/2021 15:10,1156827,1896560
01/04/2021 11:20,1137137,1900494
01/07/2021 22:00,1170032,1832499
01/05/2021 15:30,1182879,1849452
01/06/2021 06:40,1152962,1903090
01/06/2021 15:07,1157345,1915121
01/08/2021 10:35,1197730,1845034
01/09/2021 12:30,1131979,1925435
01/08/2021 16:00,1178616,1855321
01/09/2021 08:20,1160089,1911641
01/07/2021 22:00,1176844,1889115
01/04/2021 07:15,1159985,1917298
01/01/2021 16:00,1147096,1909855
01/05/2021 04:58,1180484,1833787
01/04/2021 10:45,1143369,1913099
01/09/2021 10:25,1177565,1844643
01/04/2021 23:40,1175320,1819493
01/06/2021 15:00,1187231,1867142
01/02/2021 02:19,1178302,1901916
01/03/2021 13:54,1186376,1857531
01/04/2021 18:30,1161661,1948651
01/05/2021 00:01,1178599,1866277
01/07/2021 19:00,1152923,1889147
01/03/2021 20:00,1164773,1850707
01/02/2021 23:45,1195273,1856753
01/09/2021 20:17,1180029,1862350
01/02/2021 23:00,1138735,1909065
01/07/2021 18:00,1177576,1836668
01/09/2021 19:45,1134632,1926288
01/07/2021 10:00,1131138,1922048
01/08/2021 13:34,1151944,1892758
01/02/2021 11:40,1142359,1914338
01/02/2021 16:00,1166226,1858117
01/01/2021 10:40,1154543,1909127
01/08/2021 19:52,1156016,1900196
01/05/2021 17:00,1132933,1938514
01/08/2021 19:00,1160867,1917657
01/04/2021 11:16,1178903,1855001
01/06/2021 18:30,1167194,1846860
01/02/2021 00:00,1168519,1940822
01/05/2021 22:15,1170677,1902199
01/06/2021 20:13,1174629,1904304
01/07/2021 01:20,1166596,1856677
01/03/2021 18:08,1190863,1854685
01/02/2021 11:00,1155846,1899859
01/02/2021 03:49,1147864,1891694
01/06/2021 17:00,1172655,1922913
01/01/2021 05:30,1156532,1894978
01/05/2021 15:00,1117052,1936033
01/02/2021 10:37,1176204,1906464
01/05/2021 17:00,1169643,1854247
01/04/2021 17:30,1128244,1913437
01/04/2021 21:27,1179325,1830074
01/06/2021 15:00,1171258,1923348
01/03/2021 20:50,1144934,1920872
01/08/2021 04:00,1154141,1885645
01/05/2021 08:20,1166638,1890355
01/02/2021 00:05,1167768,1940214
01/05/2021 22:00,1165218,1838688
01/04/2021 13:18,1154780,1851099
01/02/2021 14:15,1152900,1930011
01/03/2021 21:00,1151229,1895983
01/09/2021 10:43,1176417,1899156
01/04/2021 10:00,1133025,1939680
01/02/2021 20:30,1158450,1910812
01/01/2021 18:23,1183133,1873130
01/07/2021 00:00,1192874,1837123
01/09/2021 10:05,1190705,1860678
01/03/2021 22:56,1173256,1879563
01/06/2021 16:23,1181247,1871999
01/07/2021 03:00,1155793,1919128
01/01/2021 22:15,1168457,1831465
01/08/2021 04:30,1178866,1889450
01/02/2021 22:45,1169685,1864740
01/09/2021 16:35,1193856,1854827
01/06/2021 08:00,1155515,1835187
01/04/2021 17:30,1171169,1917220
01/03/2021 15:33,1104700,1933741
01/05/2021 12:00,1142331,1907517
01/05/2021 17:00,1123668,1936598
01/05/2021 01:30,1177346,1829693
01/01/2021 08:00,1173461,1897593
01/01/2021 00:20,1167921,1893776
01/08/2021 15:37,1175252,1874083
01/01/2021 09:29,1169602,1884563
01/02/2021 20:50,1165694,1890469
01/03/2021 15:00,1170730,1862880
01/04/2021 23:30,1162473,1889720
01/01/2021 07:40,1168850,1883170
01/01/2021 11:57,1154483,1907798
01/06/2021 12:33,1179016,1873926
01/06/2021 12:15,1197968,1848812
01/03/2021 18:30,1168648,1850385
01/05/2021 13:30,1151827,1932548
01/09/2021 15:00,1133727,1865115
01/04/2021 14:00,1147152,1937821
01/06/2021 21:00,1149052,1859830
01/06/2021 10:00,1151039,1894767
01/07/2021 01:58,1178608,1902460
01/05/2021 07:50,1138715,1865297
01/07/2021 16:47,1174545,1823010
01/06/2021 02:00,1168706,1854380
01/08/2021 18:45,1169714,1902512
01/04/2021 15:54,1175432,1904246
01/06/2021 15:14,1164667,1826775
01/04/2021 09:00,1137918,1864835
01/07/2021 13:10,1170685,1924136
01/06/2021 10:00,1176013,1832312
01/05/2021 00:30,1157528,1895062
01/08/2021 15:00,1171750,1874054
01/08/2021 21:05,1139004,1901080
01/02/2021 08:00,1161484,1900646
01/07/2021 21:00,1159272,1861417
01/09/2021 20:41,1189267,1848630
01/07/2021 20:30,1168355,1933247
01/04/2021 16:00,1157064,1936750
01/08/2021 22:50,1172657,1860668
01/04/2021 17:03,1142326,1916827
01/04/2021 21:05,1186611,1854876
01/05/2021 14:30,1165417,1905418
01/06/2021 08:00,1156115,1944499
01/08/2021 11:00,1157410,1899227
01/02/2021 20:00,1165462,1830629
01/07/2021 10:00,1171944,1854800
01/03/2021 08:00,1162219,1906795
01/09/2021 01:20,1167051,1852166
01/05/2021 07:00,1175078,1849610
01/08/2021 11:56,1171798,1860169
01/01/2021 04:00,1154345,1895847
01/04/2021 02:23,1168611,1851048
01/01/2021 23:00,1140192,1900221
01/01/2021 02:00,1136765,1906059
01/01/2021 15:00,1156195,1949269
01/06/2021 14:45,1170174,1883347
01/01/2021 11:10,1167398,1933847
01/05/2021 00:50,1157124,1935089
01/07/2021 00:00,1147882,1867773
01/03/2021 21:15,1167201,1858750
01/04/2021 08:00,1173826,1847155
01/03/2021 08:37,1143211,1904513
01/01/2021 23:45,1139952,1903436
01/05/2021 12:00,1178514,1860627
01/09/2021 21:25,1144807,1873381
01/06/2021 13:22,1168646,1920750
01/05/2021 21:00,1159133,1862552
01/04/2021 16:59,1164839,1847964
01/08/2021 21:40,1153266,1859606
01/01/2021 11:19,1140552,1899500
01/01/2021 03:45,1173004,1856795
01/01/2021 11:30,1152849,1896802
01/03/2021 02:00,1172214,1881352
01/03/2021 07:55,1100658,1934241
01/07/2021 17:30,1166113,1850029
01/03/2021 21:54,1101811,1934419
01/09/2021 14:06,1183247,1818188
01/04/2021 19:25,1152969,1853416
01/03/2021 15:01,1160058,1915887
01/07/2021 17:53,1177743,1884654
01/02/2021 17:30,1166798,1943820
01/03/2021 22:00,1165562,1941996
01/09/2021 22:50,1175680,1895895
01/05/2021 01:50,1162079,1901187
01/09/2021 00:00,1154467,1933239
01/01/2021 15:43,1177650,1852817
01/01/2021 19:00,1176280,1842625
01/09/2021 14:30,1133497,1910247
01/04/2021 00:00,1153907,1893788
01/05/2021 11:54,1176542,1860879
01/04/2021 11:45,1175566,1899311
01/01/2021 07:00,1144266,1896899
01/07/2021 12:45,1159666,1926273
01/08/2021 11:05,1162372,1910640
01/08/2021 21:00,1173778,1826398
01/04/2021 09:00,1155684,1926004
01/02/2021 11:10,1168525,1903232
01/08/2021 12:54,1153171,1932021
01/08/2021 20:30,1164317,1867348
01/01/2021 01:00,1178432,1856342
01/06/2021 09:00,1176620,1891359
01/09/2021 10:00,1159943,1857153
01/08/2021 07:03,1183998,1850563
01/01/2021 04:00,1170497,1871501
01/06/2021 10:00,1187365,1869894
01/03/2021 23:15,1183500,1846481
01/02/2021 23:03,1135095,1930924
01/05/2021 23:00,1150913,1895760
01/08/2021 22:00,1139890,1901658
01/05/2021 01:15,1162079,1901187
01/07/2021 23:30,1149618,1892756
01/03/2021 22:20,1170129,1853745
01/05/2021 15:28,1178782,1875670
01/01/2021 03:00,1155618,1896865
01/05/2021 11:00,1133210,1932025
01/02/2021 11:57,1175081,1837276
01/04/2021 07:00,1177280,1850626
01/05/2021 12:58,1176763,1903916
01/04/2021 07:15,1172343,1852312
01/02/2021 15:05,1151864,1919867
01/07/2021 15:00,1178430,1856444
01/02/2021 00:30,1185295,1850520
01/08/2021 20:36,1177650,1852817
01/08/2021 13:01,1151233,1905368
01/07/2021 04:00,1192687,1840696
01/08/2021 08:00,1172772,1885409
01/03/2021 10:36,1165167,1872502
01/06/2021 10:00,1128227,1913982
01/07/2021 20:00,1171357,1890181
01/01/2021 19:00,1180029,1862330
01/03/2021 19:25,1136865,1915350
01/03/2021 21:57,1187866,1872513
01/05/2021 23:00,1136471,1930985
01/01/2021 15:54,1161258,1857896
01/06/2021 16:00,1129764,1923378
01/05/2021 00:45,1169590,1856194
01/04/2021 13:15,1159159,1932715
01/01/2021 03:40,1161654,1887503
01/03/2021 23:08,1175483,1824490
01/08/2021 20:48,1181638,1863877
01/07/2021 22:00,1137652,1901657
01/08/2021 11:00,1165233,1870039
01/07/2021 10:00,1197168,1836977
01/01/2021 01:26,1161462,1862509
01/03/2021 19:30,1148776,1862916
01/01/2021 00:30,1176241,1885750
01/07/2021 05:00,1129575,1933139
01/04/2021 01:20,1165461,1950812
01/09/2021 10:49,1167325,1842212
01/08/2021 11:42,1154889,1894311
01/03/2021 10:35,1161108,1875217
01/01/2021 01:38,1148030,1913981
01/05/2021 09:00,1185776,1858186
01/08/2021 12:40,1171399,1922153
01/05/2021 14:05,1176399,1904492
01/09/2021 00:00,1155457,1897193
01/08/2021 10:45,1194881,1853458
01/08/2021 19:05,1144951,1918212
01/02/2021 12:00,1169500,1922228
01/07/2021 21:38,1150763,1849490
01/09/2021 17:10,1173909,1844228
01/07/2021 23:00,1188783,1846642
01/09/2021 03:32,1178927,1827640
01/05/2021 16:04,1164411,1868192
01/04/2021 05:55,1152873,1896473
01/03/2021 15:55,1152483,1913527
01/02/2021 15:00,1166646,1913985
01/05/2021 12:06,1162517,1927901
01/05/2021 11:30,1195362,1855859
01/05/2021 03:27,1164759,1851248
01/09/2021 02:48,1153327,1890833
01/07/2021 18:20,1170622,1913819
01/04/2021 00:00,1137312,1902246
01/04/2021 19:00,1158815,1923829
01/08/2021 16:10,1178925,1903695
01/09/2021 11:23,1170688,1920297
01/09/2021 13:00,1155586,1852004
01/04/2021 17:55,1164013,1903119
01/09/2021 17:42,1159236,1950365
01/01/2021 22:30,1174850,1910494
01/01/2021 01:00,1195226,1834229
01/09/2021 02:50,1170220,1869408
01/03/2021 13:07,1151083,1899346
01/07/2021 00:01,1169676,1893569
01/08/2021 02:05,1182383,1828813
01/03/2021 17:00,1188217,1855787
01/05/2021 01:30,1151401,1895671
01/05/2021 18:17,1136585,1931983
01/09/2021 17:00,1157823,1861757
01/03/2021 07:41,1181547,1843080
01/05/2021 00:30,1158748,1864386
01/05/2021 18:40,1140791,1911143
01/02/2021 12:00,1175121,1908971
01/04/2021 22:00,1155967,1892145
01/04/2021 13:45,1158045,1836193
01/03/2021 00:00,1160817,1874107
01/01/2021 03:00,1161949,1858004
01/05/2021 15:00,1164276,1917018
01/08/2021 12:15,1151677,1896448
01/09/2021 10:10,1156747,1900212
01/09/2021 00:21,1167773,1861997
01/04/2021 16:00,1165169,1848054
01/01/2021 14:15,1144917,1922661
01/01/2021 13:45,1177944,1829707
01/04/2021 12:40,1138058,1920707
01/05/2021 17:00,1179743,1832741
01/07/2021 02:15,1147295,1910948
01/05/2021 18:01,1140832,1906482
01/09/2021 12:05,1159368,1914689
01/07/2021 12:30,1176582,1901291
01/01/2021 05:00,1182513,1843992
01/05/2021 14:45,1160827,1900295
01/02/2021 18:00,1155076,1852330
01/05/2021 19:20,1148869,1920972
01/04/2021 19:00,1155017,1926063
01/02/2021 08:31,1144511,1904887
01/05/2021 10:10,1171857,1870211
01/06/2021 19:30,1175640,1849717
01/03/2021 22:50,1158649,1867894
01/04/2021 19:30,1145654,1866253
01/04/2021 14:53,1175365,1889751
01/04/2021 16:24,1153898,1909771
01/07/2021 20:45,1174517,1831281
01/01/2021 00:10,1143301,1898426
01/09/2021 20:27,1157187,1919976
01/02/2021 15:46,1176436,1898416
01/01/2021 02:00,1178326,1876203
01/02/2021 13:48,1166364,1922790
01/01/2021 16:00,1178459,1823847
01/05/2021 04:01,1168152,1940164
01/09/2021 23:06,1176778,1847275
01/08/2021 06:00,1171409,1850294
01/08/2021 14:37,1164814,1909135
01/04/2021 10:20,1146905,1898645
01/08/2021 12:00,1170914,1853103
01/09/2021 01:33,1155555,1894265
01/07/2021 01:00,1154244,1904667
01/06/2021 02:00,1119313,1934228
01/08/2021 00:05,1176471,1824416
01/08/2021 10:21,1169073,1899578
01/07/2021 09:00,1177772,1881665
01/09/2021 09:12,1182705,1861070
01/02/2021 05:30,1171406,1918849
01/02/2021 14:36,1172892,1915570
01/06/2021 09:00,1154582,1862632
01/07/2021 11:30,1132627,1941587
01/06/2021 15:39,1169370,1832152
01/05/2021 21:10,1167496,1860012
01/08/2021 13:30,1165511,1859948
01/01/2021 06:00,1202870,1831741
01/05/2021 11:00,1178037,1905414
01/04/2021 10:40,1196552,1852788
01/09/2021 11:45,1188861,1842311
01/06/2021 18:05,1180738,1860485
01/02/2021 22:06,1154245,1893595
01/08/2021 19:00,1132078,1922868
01/06/2021 12:00,1173659,1903250
01/07/2021 17:00,1154265,1892882
01/07/2021 09:00,1151920,1857577
01/01/2021 21:40,1191787,1844133
01/09/2021 17:24,1151501,1903075
01/05/2021 17:00,1167084,1943273
01/06/2021 12:00,1161587,1945694
01/07/2021 14:02,1176352,1900927
01/05/2021 15:53,1183715,1873813
01/05/2021 19:30,1154230,1930048
01/05/2021 11:00,1133210,1932025
01/04/2021 08:00,1144138,1910955
01/06/2021 21:44,1163219,1868032
01/04/2021 09:00,1177762,1841949
01/04/2021 06:30,1162579,1942878
01/03/2021 17:00,1163355,1881806
01/08/2021 10:00,1146828,1907409
01/07/2021 11:00,1192853,1858663
01/02/2021 00:00,1194218,1853548
01/04/2021 13:00,1185454,1857701
01/04/2021 21:19,1164248,1905550
01/03/2021 11:08,1189324,1848300
01/01/2021 12:00,1170010,1890399
01/08/2021 13:50,1141672,1910146
01/03/2021 01:45,1183356,1831503
01/08/2021 13:15,1153246,1904728
01/07/2021 15:10,1170747,1850277
01/08/2021 09:50,1150217,1905964
01/09/2021 14:00,1139067,1917405
01/06/2021 19:00,1157893,1933767
01/04/2021 09:23,1149727,1919653
01/09/2021 07:30,1146244,1899633
01/09/2021 17:30,1164071,1850275
01/06/2021 11:00,1178596,1866392
01/04/2021 17:56,1176066,1862491
01/08/2021 18:30,1154926,1896189
01/04/2021 12:32,1131035,1917873
01/09/2021 08:11,1188437,1847378
01/02/2021 08:00,1163965,1855932
01/07/2021 00:20,1188657,1849279
01/05/2021 17:00,1182773,1858454
01/07/2021 15:00,1130692,1925838
01/01/2021 16:44,1201792,1841217
01/04/2021 02:30,1178846,1881485
01/08/2021 16:00,1148072,1864149
01/08/2021 18:05,1148098,1911867
01/07/2021 10:15,1160507,1911736
01/06/2021 23:55,1174257,1818844
01/06/2021 08:15,1183607,1852629
01/01/2021 05:06,1165180,1859921
01/04/2021 15:00,1186903,1861189
01/07/2021 20:23,1161128,1862586
01/04/2021 12:36,1149788,1933845
01/07/2021 15:11,1141392,1913044
01/07/2021 09:10,1153615,1903476
01/08/2021 17:00,1149879,1919291
01/06/2021 17:10,1176352,1900927
01/01/2021 07:30,1188414,1848455
01/01/2021 23:08,1178416,1838683
01/04/2021 17:15,1165673,1890469
01/04/2021 19:00,1161139,1914082
01/03/2021 02:15,1168840,1859337
01/02/2021 00:01,1177422,1894769
01/08/2021 11:45,1165811,1842868
01/05/2021 15:08,1148853,1928939
01/09/2021 18:04,1173555,1880886
01/03/2021 03:00,1170730,1862880
01/05/2021 16:30,1164657,1826659
01/08/2021 20:00,1169086,1891380
01/07/2021 15:10,1154535,1926422
01/09/2021 11:49,1164728,1949523
01/08/2021 21:00,1164573,1857932
01/04/2021 17:30,1142441,1909068
01/09/2021 02:10,1156952,1868672
01/03/2021 14:36,1195716,1856693
01/09/2021 16:00,1154846,1848674
01/06/2021 01:45,1150282,1892737
01/05/2021 06:00,1151280,1828011
01/05/2021 10:17,1143388,1925152
01/02/2021 18:34,1190313,1858309
01/09/2021 12:25,1173777,1826419
01/07/2021 16:24,1159898,1889319
01/03/2021 18:00,1166794,1901050
01/09/2021 02:52,1154538,1941866
01/03/2021 12:45,1171121,1860740
01/01/2021 00:21,1177786,1906673
01/05/2021 16:57,1164140,1915989
01/01/2021 10:00,1139959,1916184
01/07/2021 09:00,1153406,1890231
01/03/2021 01:15,1177289,1841755
01/08/2021 17:00,1181342,1862420
01/01/2021 04:00,1180866,1855703
01/09/2021 04:30,1140937,1899509
01/01/2021 03:45,1169740,1862733
01/07/2021 11:00,1154186,1835111
01/07/2021 00:00,1154228,1895173
01/01/2021 01:00,1151661,1890704
01/08/2021 22:05,1170388,1840901
01/05/2021 09:00,1171038,1829037
01/04/2021 20:00,1150142,1905724
01/05/2021 10:45,1154491,1862968
01/01/2021 00:21,1167423,1850666
01/04/2021 17:00,1175961,1841619
01/01/2021 04:30,1156521,1895276
01/09/2021 16:00,1198931,1844342
01/08/2021 09:00,1184127,1857893
01/01/2021 03:45,1179356,1854508
01/07/2021 00:01,1155499,1942521
01/06/2021 01:20,1175711,1908536
01/05/2021 10:56,1183669,1850522
01/08/2021 17:08,1173162,1861545
01/01/2021 00:01,1176248,1900824
01/05/2021 14:30,1178649,1864454
01/09/2021 09:30,1144480,1910476
01/01/2021 00:23,1190312,1849999
01/05/2021 12:00,1180226,1817915
01/03/2021 18:26,1193875,1854031
01/01/2021 12:07,1148914,1894061
01/01/2021 00:30,1167389,1904811
01/07/2021 16:00,1100658,1934241
01/06/2021 18:33,1184304,1869206
01/05/2021 00:00,1170715,1863420
01/03/2021 01:00,1151776,1886971
01/08/2021 16:00,1127495,1921266
02/02/2021 10:05,,
01/08/2021 03:50,,
01/03/2021 16:40,1139880,1906133
01/01/2021 07:00,1167806,1860811
01/03/2021 23:56,1194922,1851601
01/09/2021 23:30,1166609,1931623
01/09/2021 01:00,1162821,1951492
01/07/2021 17:05,1183681,1861878
01/07/2021 13:13,1124952,1944537
01/06/2021 10:00,1155440,1899850
01/04/2021 14:50,1153308,1891524
01/08/2021 03:00,1153288,1892185
01/04/2021 22:30,1147580,1889013
01/01/2021 03:05,1179263,1902486
01/07/2021 16:43,1174824,1858905
02/02/2021 06:30,1126551,1923055
01/01/2021 01:51,1159455,1870080
01/09/2021 23:30,1145934,1861751
01/04/2021 09:00,1160432,1914059
01/08/2021 18:49,1172654,1841681
01/04/2021 12:03,1100726,1934289
01/02/2021 00:00,1191781,1842042
01/07/2021 18:45,1176247,1904872
01/09/2021 19:25,1169352,1854428
01/02/2021 12:00,1162324,1934873
01/06/2021 18:30,1164501,1872623
01/02/2021 08:00,1174519,1823800
01/05/2021 18:50,1175201,1823038
01/01/2021 11:30,1160815,1899961
01/08/2021 08:00,1126717,1944300
01/09/2021 11:10,1183788,1818527
01/05/2021 11:45,1173671,1840870
01/01/2021 01:00,1177724,1904638
01/01/2021 20:00,1179307,1904288
01/01/2021 00:00,1183088,1847314
01/04/2021 22:19,1161515,1908149
01/03/2021 20:00,1162429,1940327
01/07/2021 10:16,1191702,1860795
01/01/2021 03:00,1165952,1907936
01/08/2021 16:15,1193360,1843756
01/04/2021 07:00,1162621,1880496
01/08/2021 16:40,1181217,1831375
01/07/2021 18:11,1159742,1864550
01/03/2021 18:20,1152598,1890161
01/07/2021 18:30,1158148,1873802
01/05/2021 05:10,1143567,1928959
01/09/2021 19:00,1157090,1946451
01/05/2021 23:40,1177842,1849979
01/08/2021 04:45,1165472,1868216
01/05/2021 22:00,1172889,1890761
01/09/2021 08:30,1151918,1893645
01/08/2021 12:15,1177324,1906733
01/07/2021 20:15,1167341,1918722
01/06/2021 20:35,1175647,1868500
01/06/2021 05:45,1171203,1901678
01/02/2021 14:30,1141755,1913111
01/04/2021 02:20,1165551,1882988
01/08/2021 18:00,1117895,1933418
01/02/2021 14:53,1156991,1867721
01/08/2021 03:52,1143773,1922281
01/06/2021 08:00,1143730,1897563
01/01/2021 10:45,1168538,1857349
01/05/2021 08:30,1141672,1910146
01/02/2021 02:02,1157946,1932182
01/03/2021 16:20,1164982,1950079
01/03/2021 00:00,1195273,1856753
01/05/2021 13:00,1175003,1852462
01/08/2021 18:00,1168761,1854390
01/08/2021 15:01,1155704,1931630
01/05/2021 15:30,1178598,1866317
01/09/2021 11:20,1166488,1941549
01/06/2021 08:52,1133242,1935947
01/01/2021 00:08,1164411,1944047
01/01/2021 03:30,1199293,1849019
01/02/2021 09:00,1195281,1853502
01/08/2021 11:00,1178567,1857978
01/01/2021 01:00,1176756,1885525
01/01/2021 00:00,1178263,1863570
01/03/2021 00:00,1193493,1856195
01/09/2021 13:54,1161403,1864651
01/01/2021 15:51,1150122,1920512
01/01/2021 22:22,1146896,1918496
01/06/2021 09:05,1176763,1830672
01/03/2021 17:00,1163216,1906866
01/06/2021 14:00,1147819,1896898
01/05/2021 23:12,1167780,1868278
01/05/2021 19:05,1175696,1895352
01/07/2021 05:00,1151719,1896449
01/08/2021 17:00,1143636,1897890
01/02/2021 06:30,1167320,1916072
01/05/2021 13:00,1188383,1868856
01/06/2021 13:00,1169575,1868789
01/09/2021 15:45,1165247,1932762
01/01/2021 16:36,1159138,1915868
01/06/2021 07:00,1184362,1861168
01/03/2021 09:50,1167315,1842598
01/07/2021 13:45,1178263,1863570
01/06/2021 15:00,1163084,1946249
01/04/2021 00:16,1167308,1937033
01/04/2021 10:00,1157314,1855719
01/08/2021 15:00,1177386,1837806
01/03/2021 03:10,1148807,1908543
01/09/2021 19:45,1154109,1886858
01/05/2021 09:00,1137306,1929694
01/01/2021 20:30,1159497,1945540
01/06/2021 21:02,1173188,1846229
01/03/2021 13:14,1153487,1901460
01/02/2021 22:20,1169683,1864841
01/01/2021 00:57,1181782,1818167
01/05/2021 16:22,1201449,1842382
01/04/2021 11:00,1152615,1859256
01/05/2021 22:52,1118488,1932385
01/01/2021 04:15,1178845,1873464
01/01/2021 17:18,1166634,1850994
01/02/2021 15:00,1172560,1921520
01/04/2021 18:00,1191766,1858541
01/03/2021 08:00,1167475,1899680
01/04/2021 20:15,1162718,1902334
01/09/2021 19:00,1130747,1918530
01/04/2021 14:56,1175945,1900260
01/01/2021 11:46,1172574,1856091
01/07/2021 19:00,1166077,1863419
01/02/2021 15:13,1173451,1901021
01/04/2021 14:00,1171774,1911219
01/08/2021 22:40,1138781,1933734
01/02/2021 20:00,1163813,1891420
01/01/2021 00:01,1177884,1860410
01/04/2021 17:00,1196804,1855295
01/01/2021 01:53,1173144,1862203
01/01/2021 02:00,1164429,1863300
01/04/2021 12:00,1176235,1868250
01/02/2021 22:00,1191740,1842041
01/05/2021 17:49,1188558,1870229
01/07/2021 05:10,1173080,1864440
01/03/2021 17:20,1162072,1840694
01/07/2021 08:05,1190294,1857414
01/04/2021 22:00,1170300,1831357
01/09/2021 21:30,1161184,1860569
01/06/2021 01:15,1161722,1947989
01/02/2021 22:43,1155871,1862671
01/04/2021 18:00,1171738,1918860
01/07/2021 22:40,1159682,1913243
01/07/2021 10:00,1131723,1941426
01/01/2021 18:00,1176668,1856233
01/04/2021 20:30,1127467,1922100
01/08/2021 00:00,1182874,1861430
01/06/2021 10:21,1159065,1888298
01/04/2021 12:00,1154478,1826997
01/01/2021 01:44,1157780,1887275
01/02/2021 15:00,1151959,1902792
01/09/2021 08:00,1149216,1906007
01/05/2021 23:00,1154671,1890279
01/03/2021 14:30,1196082,1853510
